Tilda UID;Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;Price Old;Editions;Modifications;External ID;Parent UID;Characteristics:Модель;Characteristics:Операционная система;Characteristics:Материал корпуса;Characteristics:Количество SIM-карт;Characteristics:Тип экрана;Characteristics:Диагональ;Characteristics:Размер изображения;Characteristics:Число пикселей на дюйм (PPI);Characteristics:Соотношение сторон;Characteristics:Тыловая камера;Characteristics:Тип корпуса;Characteristics:Тип дисплея;Characteristics:Яркость;Characteristics:Звук;Characteristics:Макс. время работы;Characteristics:Класс водонепроницаемости;Characteristics:Материал ремешка;Characteristics:Вид;Characteristics:Тип;Characteristics:Количество микрофонов;Characteristics:Вес наушника;Characteristics:Голосовой набор;Characteristics:Ответить/закончить разговор;Characteristics:Время работы;Characteristics:Материал;Characteristics:Активное шумоподавление;Characteristics:Особенности;Characteristics:Комплект поставки;Characteristics:Спецификации;Characteristics:Системные требования;Characteristics:Процессор;Characteristics:Экран;Characteristics:Разрешение;Characteristics:Число пикселей на дюйм;Characteristics:Bluetooth;Characteristics:Встроенные динамики;Characteristics:Технология дисплея;Characteristics:Full HD;Characteristics:Частота;Characteristics:Количество ядер;Characteristics:Объем видеопамяти;Characteristics:Количество Thunderbolt 3 (USB-C);Characteristics:Количество USB 3.0;Weight;Length;Width;Height;date_created
560865952791;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 256 ГБ, Золотой, Ростест;;;https://static.tildacdn.com/tild6635-3162-4539-b639-343535633332/Frame_225.png;115999.0;123;;;;OLLPhRcV12BFimfzApI9;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-04-07 01:22:49.880165
904175223161;;0347;;;Apple iPhone 13 Pro, 256 ГБ, Золотой, Ростест- Золотой- 256 ГБ- Ростест;;;;115999.0;123;;"Цвет:Золотой;Объем памяти:256 ГБ;Регион поставки:Ростест";;PJ6Y53E9oI6lxrdycOa2;560865952791;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-04-07 01:22:49.880174
720104389031;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 512 ГБ, Золотой, Ростест;;;https://static.tildacdn.com/tild6635-3162-4539-b639-343535633332/Frame_225.png;148999.0;123;;;;5VNUtaInI9zkHFt7aUkU;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-04-07 01:22:49.880181
109480150581;;0351;;;Apple iPhone 13 Pro, 512 ГБ, Золотой, Ростест- Золотой- 512 ГБ- Ростест;;;;148999.0;123;;"Цвет:Золотой;Объем памяти:512 ГБ;Регион поставки:Ростест";;yEIPkoUiAZRTPkV7SBpk;720104389031;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-04-07 01:22:49.880191
147157959241;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 1 ТБ, Золотой, Ростест;;;https://static.tildacdn.com/tild6635-3162-4539-b639-343535633332/Frame_225.png;153999.0;123;;;;k3GPnMY9rDFvJJSuTFH8;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-04-07 01:22:49.880202
902736896051;;0355;;;Apple iPhone 13 Pro, 1 ТБ, Золотой, Ростест- Золотой- 1 ТБ- Ростест;;;;153999.0;123;;"Цвет:Золотой;Объем памяти:1 ТБ;Регион поставки:Ростест";;1hlxH8yVfpMHEBfzrooI;147157959241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-04-07 01:22:49.880213
978870759781;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 128 ГБ, Графитовый, Ростест;;;https://static.tildacdn.com/tild6337-3331-4137-a334-396135333765/Frame_229.png;106999.0;123;;;;xol7yGhVL81UzSTadtAG;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-04-07 01:22:49.880219
470298033661;;0344;;;Apple iPhone 13 Pro, 128 ГБ, Графитовый, Ростест- Графитовый- 128 ГБ- Ростест;;;;106999.0;123;;"Цвет:Графитовый;Объем памяти:128 ГБ;Регион поставки:Ростест";;Y1SlduBSldAC53ELBFcM;978870759781;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-04-07 01:22:49.880226
448213906531;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 256 ГБ, Графитовый, Ростест;;;https://static.tildacdn.com/tild6337-3331-4137-a334-396135333765/Frame_229.png;116999.0;123;;;;0RYdGf1gUDkvMUVbINZE;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-04-07 01:22:49.880234
826621464951;;0348;;;Apple iPhone 13 Pro, 256 ГБ, Графитовый, Ростест- Графитовый- 256 ГБ- Ростест;;;;116999.0;123;;"Цвет:Графитовый;Объем памяти:256 ГБ;Регион поставки:Ростест";;ElzfGKlmDuPhC5zhdMHx;448213906531;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-04-07 01:22:49.880243
910533080931;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 512 ГБ, Графитовый, Ростест;;;https://static.tildacdn.com/tild6337-3331-4137-a334-396135333765/Frame_229.png;148999.0;123;;;;hg9dnGu0Vugbbi3IOU5y;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-04-07 01:22:49.880251
550725238881;;0352;;;Apple iPhone 13 Pro, 512 ГБ, Графитовый, Ростест- Графитовый- 512 ГБ- Ростест;;;;148999.0;123;;"Цвет:Графитовый;Объем памяти:512 ГБ;Регион поставки:Ростест";;itSKbrV2TcCR0z6v9Rfh;910533080931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-04-07 01:22:49.880262
426587657001;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 1 ТБ, Графитовый, Ростест;;;https://static.tildacdn.com/tild6337-3331-4137-a334-396135333765/Frame_229.png;153999.0;123;;;;TjbmjfXnY9YNmK58ACiO;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-04-07 01:22:49.880271
842299489951;;0356;;;Apple iPhone 13 Pro, 1 ТБ, Графитовый, Ростест- Графитовый- 1 ТБ- Ростест;;;;153999.0;123;;"Цвет:Графитовый;Объем памяти:1 ТБ;Регион поставки:Ростест";;hOpGnHBSjojjJYE4CMyg;426587657001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-04-07 01:22:49.880282
781660748221;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 128 ГБ, Небесно-голубой, Америка;;;https://static.tildacdn.com/tild3866-3235-4239-b361-633263396635/Frame_223.png;106999.0;123;;;;Z7Kcg37GTAjCi0v45FNz;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-04-07 01:22:49.880309
529676900741;;0403;;;Apple iPhone 13 Pro, 128 ГБ, Небесно-голубой, Америка / Голубой- Голубой- 128 ГБ- Америка;;;;106999.0;123;;"Цвет:Голубой;Объем памяти:128 ГБ;Регион поставки:Америка";;FAsEjfrL2pRTY6tfYhnL;781660748221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-04-07 01:22:49.880339
589942360241;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 256 ГБ, Небесно-голубой, Америка;;;https://static.tildacdn.com/tild3866-3235-4239-b361-633263396635/Frame_223.png;115999.0;123;;;;yfTa4oRyJS8BXxCNDuOP;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-04-07 01:22:49.880348
220803445081;;0407;;;Apple iPhone 13 Pro, 256 ГБ, Небесно-голубой, Америка / Голубой- Голубой- 256 ГБ- Америка;;;;115999.0;123;;"Цвет:Голубой;Объем памяти:256 ГБ;Регион поставки:Америка";;iTyxUinOSvfdkxk2MZH5;589942360241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-04-07 01:22:49.880357
687677580891;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 512 ГБ, Небесно-голубой, Америка;;;https://static.tildacdn.com/tild3866-3235-4239-b361-633263396635/Frame_223.png;148999.0;123;;;;aKB6TgJ61Dl9mOIyifOo;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-04-07 01:22:49.880390
684632349651;;0411;;;Apple iPhone 13 Pro, 512 ГБ, Небесно-голубой, Америка / Голубой- Голубой- 512 ГБ- Америка;;;;148999.0;123;;"Цвет:Голубой;Объем памяти:512 ГБ;Регион поставки:Америка";;sCl3fuTXLlKuOHVpl3Ck;687677580891;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-04-07 01:22:49.880426
806264750051;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 1 ТБ, Небесно-голубой, Америка;;;https://static.tildacdn.com/tild3866-3235-4239-b361-633263396635/Frame_223.png;153999.0;123;;;;hgH8NcIBhkSNIZ6oEOOj;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-04-07 01:22:49.880459
511631755631;;0415;;;Apple iPhone 13 Pro, 1 ТБ, Небесно-голубой, Америка / Голубой- Голубой- 1 ТБ- Америка;;;;153999.0;123;;"Цвет:Голубой;Объем памяти:1 ТБ;Регион поставки:Америка";;h1ySnV4UgpEROLbeSbiA;806264750051;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-04-07 01:22:49.880496
572000595001;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 128 ГБ, Серебристый, Америка;;;https://static.tildacdn.com/tild6332-3766-4633-a662-326130643037/Frame_224.png;106999.0;123;;;;3R7z17Mud7Co7z5U4rK5;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-04-07 01:22:49.880522
671065020911;;0404;;;Apple iPhone 13 Pro, 128 ГБ, Серебристый, Америка- Серебристый- 128 ГБ- Америка;;;;106999.0;123;;"Цвет:Серебристый;Объем памяти:128 ГБ;Регион поставки:Америка";;Z02lSvuy5GGCZDKsOI23;572000595001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-04-07 01:22:49.880548
189748097271;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 256 ГБ, Серебристый, Америка;;;https://static.tildacdn.com/tild6332-3766-4633-a662-326130643037/Frame_224.png;116999.0;123;;;;agihyDzl9VIt6x2JkZbT;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-04-07 01:22:49.880612
111265406761;;0408;;;Apple iPhone 13 Pro, 256 ГБ, Серебристый, Америка- Серебристый- 256 ГБ- Америка;;;;116999.0;123;;"Цвет:Серебристый;Объем памяти:256 ГБ;Регион поставки:Америка";;LzCePMlVyph9hGAc637t;189748097271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-04-07 01:22:49.880676
927371496371;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 512 ГБ, Серебристый, Америка;;;https://static.tildacdn.com/tild6332-3766-4633-a662-326130643037/Frame_224.png;148999.0;123;;;;ax3SAGKjGh2bHl3oG7ad;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-04-07 01:22:49.880713
901352981551;;0412;;;Apple iPhone 13 Pro, 512 ГБ, Серебристый, Америка- Серебристый- 512 ГБ- Америка;;;;148999.0;123;;"Цвет:Серебристый;Объем памяти:512 ГБ;Регион поставки:Америка";;u1fpCZKmag9I6O6df2kS;927371496371;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-04-07 01:22:49.880751
610500347321;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 1 ТБ, Серебристый, Америка;;;https://static.tildacdn.com/tild6332-3766-4633-a662-326130643037/Frame_224.png;153999.0;123;;;;iIyErSoVVPN9jLTbFzUG;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-04-07 01:22:49.880785
148599713601;;0416;;;Apple iPhone 13 Pro, 1 ТБ, Серебристый, Америка- Серебристый- 1 ТБ- Америка;;;;153999.0;123;;"Цвет:Серебристый;Объем памяти:1 ТБ;Регион поставки:Америка";;1b6Da4ZdzU1Zne6BxtTA;610500347321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-04-07 01:22:49.880822
281318409781;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 128 ГБ, Золотой, Америка;;;https://static.tildacdn.com/tild6635-3162-4539-b639-343535633332/Frame_225.png;106999.0;123;;;;0F3kYkx0RvUBv6ut7SbO;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-04-07 01:22:49.880847
979320859171;;0405;;;Apple iPhone 13 Pro, 128 ГБ, Золотой, Америка- Золотой- 128 ГБ- Америка;;;;106999.0;123;;"Цвет:Золотой;Объем памяти:128 ГБ;Регион поставки:Америка";;lExhYV1NExelprj0JppI;281318409781;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-04-07 01:22:49.880876
676434885291;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 256 ГБ, Золотой, Америка;;;https://static.tildacdn.com/tild6635-3162-4539-b639-343535633332/Frame_225.png;116999.0;123;;;;iB8Ml7Lx53dLh9jskNYN;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-04-07 01:22:49.880920
445143894881;;0409;;;Apple iPhone 13 Pro, 256 ГБ, Золотой, Америка- Золотой- 256 ГБ- Америка;;;;116999.0;123;;"Цвет:Золотой;Объем памяти:256 ГБ;Регион поставки:Америка";;cD2UgMC1BPe9crflnDRM;676434885291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-04-07 01:22:49.880983
389099405271;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 512 ГБ, Золотой, Америка;;;https://static.tildacdn.com/tild6635-3162-4539-b639-343535633332/Frame_225.png;148999.0;123;;;;ZTpscmlvxJMmu3YY0ZlO;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-04-07 01:22:49.881023
734708550831;;0413;;;Apple iPhone 13 Pro, 512 ГБ, Золотой, Америка- Золотой- 512 ГБ- Америка;;;;148999.0;123;;"Цвет:Золотой;Объем памяти:512 ГБ;Регион поставки:Америка";;zS9rb03YJTgKIVjPl4yp;389099405271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-04-07 01:22:49.881066
214499197431;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 1 ТБ, Золотой, Америка;;;https://static.tildacdn.com/tild6635-3162-4539-b639-343535633332/Frame_225.png;153999.0;123;;;;YHKtnGxVJAhn8XuyG5EA;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-04-07 01:22:49.881105
171782502671;;0417;;;Apple iPhone 13 Pro, 1 ТБ, Золотой, Америка- Золотой- 1 ТБ- Америка;;;;153999.0;123;;"Цвет:Золотой;Объем памяти:1 ТБ;Регион поставки:Америка";;RBVsHGtnbeJ0UlxlPMBd;214499197431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-04-07 01:22:49.881147
708592076431;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 128 ГБ, Графитовый, Америка;;;https://static.tildacdn.com/tild6337-3331-4137-a334-396135333765/Frame_229.png;105999.0;123;;;;GgVsBNibbtkTEee4jIPD;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-04-07 01:22:49.881175
715415901661;;0406;;;Apple iPhone 13 Pro, 128 ГБ, Графитовый, Америка- Графитовый- 128 ГБ- Америка;;;;105999.0;123;;"Цвет:Графитовый;Объем памяти:128 ГБ;Регион поставки:Америка";;Io1t4lhNDFp30ioH6F7G;708592076431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-04-07 01:22:49.881184
360471855851;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 256 ГБ, Графитовый, Америка;;;https://static.tildacdn.com/tild6337-3331-4137-a334-396135333765/Frame_229.png;116999.0;123;;;;uEo62BgBjGMj0Y262b1F;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-04-07 01:22:49.881251
905366559351;;0410;;;Apple iPhone 13 Pro, 256 ГБ, Графитовый, Америка- Графитовый- 256 ГБ- Америка;;;;116999.0;123;;"Цвет:Графитовый;Объем памяти:256 ГБ;Регион поставки:Америка";;ZApbOkL5ZrTvFzDmecig;360471855851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-04-07 01:22:49.881321
158552481701;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 512 ГБ, Графитовый, Америка;;;https://static.tildacdn.com/tild6337-3331-4137-a334-396135333765/Frame_229.png;148999.0;123;;;;avGin6RalZz5zVgkA5KK;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-04-07 01:22:49.881356
175142991001;;0414;;;Apple iPhone 13 Pro, 512 ГБ, Графитовый, Америка- Графитовый- 512 ГБ- Америка;;;;148999.0;123;;"Цвет:Графитовый;Объем памяти:512 ГБ;Регион поставки:Америка";;bVb6ujrGVKn6SN8fmheE;158552481701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-04-07 01:22:49.881394
378026617681;;;;iPhone 13 Pro;Apple iPhone 13 Pro, 1 ТБ, Графитовый, Америка;;;https://static.tildacdn.com/tild6337-3331-4137-a334-396135333765/Frame_229.png;153999.0;123;;;;3oaBKH8T8nnoJXPrKJJe;;iPhone 13 Pro;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.1 дюйм;2532x1170;460;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203;71;146;7;2022-04-07 01:22:49.881429
737928448141;;0418;;;Apple iPhone 13 Pro, 1 ТБ, Графитовый, Америка- Графитовый- 1 ТБ- Америка;;;;153999.0;123;;"Цвет:Графитовый;Объем памяти:1 ТБ;Регион поставки:Америка";;oBNRnLYhGDKY5S1nHKbH;378026617681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-04-07 01:22:49.881467
215321384521;;;;iPhone 13 Pro;Apple iPhone 13 Pro Max, 128 ГБ, Небесно-голубой, Ростест;;;https://static.tildacdn.com/tild3866-3235-4239-b361-633263396635/Frame_223.png;116999.0;123;;;;nxET7r4lu6z24JjcTyu7;;iPhone 13 Pro Max;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.7 дюйм;2778x1284;458;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;238;78;160;7;2022-04-07 01:22:49.881478
840614415721;;0357;;;Apple iPhone 13 Pro Max, 128 ГБ, Небесно-голубой, Ростест / Голубой- Голубой- 128 ГБ- Ростест;;;;116999.0;123;;"Цвет:Голубой;Объем памяти:128 ГБ;Регион поставки:Ростест";;9A4EVzljgEyyUXkt9uK0;215321384521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-04-07 01:22:49.881490
715095641041;;;;iPhone 13 Pro;Apple iPhone 13 Pro Max, 256 ГБ, Небесно-голубой, Ростест;;;https://static.tildacdn.com/tild3866-3235-4239-b361-633263396635/Frame_223.png;144999.0;123;;;;SxVD8Zlla6A908sxXZS0;;iPhone 13 Pro Max;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.7 дюйм;2778x1284;458;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;238;78;160;7;2022-04-07 01:22:49.881501
114696249781;;0361;;;Apple iPhone 13 Pro Max, 256 ГБ, Небесно-голубой, Ростест / Голубой- Голубой- 256 ГБ- Ростест;;;;144999.0;123;;"Цвет:Голубой;Объем памяти:256 ГБ;Регион поставки:Ростест";;yr2fjbrkhobRPNa9ae5P;715095641041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-04-07 01:22:49.881511
834959145981;;;;iPhone 13 Pro;Apple iPhone 13 Pro Max, 512 ГБ, Небесно-голубой, Ростест;;;https://static.tildacdn.com/tild3866-3235-4239-b361-633263396635/Frame_223.png;153999.0;123;;;;aT0J4c5p4XsaN1fR8jpA;;iPhone 13 Pro Max;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.7 дюйм;2778x1284;458;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;238;78;160;7;2022-04-07 01:22:49.881519
206604131031;;0365;;;Apple iPhone 13 Pro Max, 512 ГБ, Небесно-голубой, Ростест / Голубой- Голубой- 512 ГБ- Ростест;;;;153999.0;123;;"Цвет:Голубой;Объем памяти:512 ГБ;Регион поставки:Ростест";;KSodYCIE9i6XLZIRt4i7;834959145981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-04-07 01:22:49.881528
108295917851;;;;iPhone 13 Pro;Apple iPhone 13 Pro Max, 1 ТБ, Небесно-голубой, Ростест;;;https://static.tildacdn.com/tild3866-3235-4239-b361-633263396635/Frame_223.png;159999.0;123;;;;l57oS5bZ3nedpPEsyaiH;;iPhone 13 Pro Max;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.7 дюйм;2778x1284;458;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;238;78;160;7;2022-04-07 01:22:49.881536
170266043961;;0369;;;Apple iPhone 13 Pro Max, 1 ТБ, Небесно-голубой, Ростест / Голубой- Голубой- 1 ТБ- Ростест;;;;159999.0;123;;"Цвет:Голубой;Объем памяти:1 ТБ;Регион поставки:Ростест";;1RsnDao9JDBc2BLKZD55;108295917851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-04-07 01:22:49.881546
209558405581;;;;iPhone 13 Pro;Apple iPhone 13 Pro Max, 128 ГБ, Серебристый, Ростест;;;https://static.tildacdn.com/tild3039-3132-4664-a132-656661636130/Frame_224.png;116999.0;123;;;;xBOxOLcYD72UUpoAOooD;;iPhone 13 Pro Max;IOS 15;Нержавеющая сталь;1;OLED, Super Retina XDR;6.7 дюйм;2778x1284;458;19.5:9;Тройная 12МП + 12МП+12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;238;78;160;7;2022-04-07 01:22:49.881552
835185696631;;0358;;;Apple iPhone 13 Pro Max, 128 ГБ, Серебристый, Ростест- Серебристый- 128 ГБ- Ростест;;;;116999.0;123;;"Цвет:Серебристый;Объем памяти:128 ГБ;Регион поставки:Ростест";;VpTE1B5F8UsNMNUpxZ71;209558405581;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-04-07 01:22:49.881559
